"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","method","reject_rate","mcse","fail_rate","median_runtime_sec","successful_reps","method_label"
18,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,400,1,FALSE,10000,0.05,0,20260433,"$\\delta = 0.20$",0.85,0.85,0.17,0.170222749442503,0.100827534969429,"wilcoxon",0.5152,0.00499768906595839,0,0.00399999999990541,10000,"Wilcoxon"
18,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,400,1,FALSE,10000,0.05,0,20260433,"$\\delta = 0.20$",0.85,0.85,0.17,0.170222749442503,0.100827534969429,"t_test",0.3862,0.00486877356220229,0,0.00199999999995271,10000,"T-test"
18,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,400,1,FALSE,10000,0.05,0,20260433,"$\\delta = 0.20$",0.85,0.85,0.17,0.170222749442503,0.100827534969429,"lrt",0.6427,0.00479204246642285,0,0.00900000000001455,10000,"Parametric LRT"
18,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,400,1,FALSE,10000,0.05,0,20260433,"$\\delta = 0.20$",0.85,0.85,0.17,0.170222749442503,0.100827534969429,"splrt",0.6432,0.00479055069903242,0,0.317999999999984,10000,"Semi-parametric LRT"
19,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,450,1,FALSE,10000,0.05,0,20260434,"$\\delta = 0.20$",0.85,0.85,0.17,0.168987431532347,0.0967170219640782,"wilcoxon",0.5624,0.004960909594016,0,0.00699999999983447,10000,"Wilcoxon"
19,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,450,1,FALSE,10000,0.05,0,20260434,"$\\delta = 0.20$",0.85,0.85,0.17,0.168987431532347,0.0967170219640782,"t_test",0.419,0.00493395378981198,0,0.00299999999970169,10000,"T-test"
19,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,450,1,FALSE,10000,0.05,0,20260434,"$\\delta = 0.20$",0.85,0.85,0.17,0.168987431532347,0.0967170219640782,"lrt",0.6966,0.00459726483901026,0,0.0149999999999864,10000,"Parametric LRT"
19,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,450,1,FALSE,10000,0.05,0,20260434,"$\\delta = 0.20$",0.85,0.85,0.17,0.168987431532347,0.0967170219640782,"splrt",0.6973,0.00459426501194696,0,0.509999999999764,10000,"Semi-parametric LRT"
20,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,500,1,FALSE,10000,0.05,0,20260435,"$\\delta = 0.20$",0.85,0.85,0.17,0.170508670114465,0.0906138384191613,"wilcoxon",0.6071,0.00488394911930909,0,0.00500000000010914,10000,"Wilcoxon"
20,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,500,1,FALSE,10000,0.05,0,20260435,"$\\delta = 0.20$",0.85,0.85,0.17,0.170508670114465,0.0906138384191613,"t_test",0.4675,0.00498942631972855,0,0.00199999999995271,10000,"T-test"
20,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,500,1,FALSE,10000,0.05,0,20260435,"$\\delta = 0.20$",0.85,0.85,0.17,0.170508670114465,0.0906138384191613,"lrt",0.7471,0.00434674119312388,0,0.0109999999999673,10000,"Parametric LRT"
20,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,500,1,FALSE,10000,0.05,0,20260435,"$\\delta = 0.20$",0.85,0.85,0.17,0.170508670114465,0.0906138384191613,"splrt",0.7468,0.00434844523939304,0,0.347000000000207,10000,"Semi-parametric LRT"
21,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,50,2,FALSE,10000,0.05,0,20260436,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298486755206369,0.289416393744823,"wilcoxon",0.2318,0.0042198194274163,0,0.00199999999995271,10000,"Wilcoxon"
21,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,50,2,FALSE,10000,0.05,0,20260436,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298486755206369,0.289416393744823,"t_test",0.1779,0.00382428542344841,0,0.000999999999976353,10000,"T-test"
21,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,50,2,FALSE,10000,0.05,0,20260436,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298486755206369,0.289416393744823,"lrt",0.2919,0.00454636547145079,0,0.00700000000006185,10000,"Parametric LRT"
21,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,50,2,FALSE,10000,0.05,0,20260436,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298486755206369,0.289416393744823,"splrt",0.2945,0.0045581767188208,0,0.224999999999952,10000,"Semi-parametric LRT"
22,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,100,2,FALSE,10000,0.05,0,20260437,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299190460227372,0.208755630840269,"wilcoxon",0.414,0.00492548474771773,0,0.00199999999995271,10000,"Wilcoxon"
22,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,100,2,FALSE,10000,0.05,0,20260437,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299190460227372,0.208755630840269,"t_test",0.304,0.00459982608366882,0,0.000999999999976353,10000,"T-test"
22,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,100,2,FALSE,10000,0.05,0,20260437,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299190460227372,0.208755630840269,"lrt",0.5287,0.00499175630414787,0,0.00700000000006185,10000,"Parametric LRT"
22,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,100,2,FALSE,10000,0.05,0,20260437,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299190460227372,0.208755630840269,"splrt",0.5294,0.00499134891587434,0,0.236999999999966,10000,"Semi-parametric LRT"
23,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,150,2,FALSE,10000,0.05,0,20260438,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299079640124003,0.168570564557002,"wilcoxon",0.5719,0.00494803385194564,0,0.00199999999998113,10000,"Wilcoxon"
23,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,150,2,FALSE,10000,0.05,0,20260438,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299079640124003,0.168570564557002,"t_test",0.4224,0.00493941535001866,0,0.000999999999976353,10000,"T-test"
23,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,150,2,FALSE,10000,0.05,0,20260438,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299079640124003,0.168570564557002,"lrt",0.7119,0.00452877897451399,0,0.00700000000006185,10000,"Parametric LRT"
23,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,150,2,FALSE,10000,0.05,0,20260438,"$\\delta = 0.35$",0.85,0.85,0.2975,0.299079640124003,0.168570564557002,"splrt",0.7114,0.00453111509454351,0,0.251999999999953,10000,"Semi-parametric LRT"
24,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,200,2,FALSE,10000,0.05,0,20260439,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298572459145236,0.146182165838732,"wilcoxon",0.6915,0.00461874171176523,0,0.00199999999995271,10000,"Wilcoxon"
24,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,200,2,FALSE,10000,0.05,0,20260439,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298572459145236,0.146182165838732,"t_test",0.5295,0.00499128991343921,0,0.000999999999976353,10000,"T-test"
24,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,200,2,FALSE,10000,0.05,0,20260439,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298572459145236,0.146182165838732,"lrt",0.8293,0.00376246607958132,0,0.00599999999997181,10000,"Parametric LRT"
24,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,200,2,FALSE,10000,0.05,0,20260439,"$\\delta = 0.35$",0.85,0.85,0.2975,0.298572459145236,0.146182165838732,"splrt",0.8295,0.00376071469271467,0,0.200000000000045,10000,"Semi-parametric LRT"
25,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,250,2,FALSE,10000,0.05,0,20260440,"$\\delta = 0.35$",0.85,0.85,0.2975,0.294679496783226,0.132105274652696,"wilcoxon",0.775,0.00417582327212252,0,0.00200000000000244,10000,"Wilcoxon"
25,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,250,2,FALSE,10000,0.05,0,20260440,"$\\delta = 0.35$",0.85,0.85,0.2975,0.294679496783226,0.132105274652696,"t_test",0.6074,0.00488329028422436,0,0.000999999999976353,10000,"T-test"
25,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,250,2,FALSE,10000,0.05,0,20260440,"$\\delta = 0.35$",0.85,0.85,0.2975,0.294679496783226,0.132105274652696,"lrt",0.9065,0.0029113184298527,0,0.00600000000008549,10000,"Parametric LRT"
25,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,250,2,FALSE,10000,0.05,0,20260440,"$\\delta = 0.35$",0.85,0.85,0.2975,0.294679496783226,0.132105274652696,"splrt",0.9065,0.0029113184298527,0,0.212999999999965,10000,"Semi-parametric LRT"
26,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,300,2,FALSE,10000,0.05,0,20260441,"$\\delta = 0.35$",0.85,0.85,0.2975,0.29730706476491,0.120127610430942,"wilcoxon",0.8503,0.00356777115297492,0,0.00299999999970169,10000,"Wilcoxon"
26,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,300,2,FALSE,10000,0.05,0,20260441,"$\\delta = 0.35$",0.85,0.85,0.2975,0.29730706476491,0.120127610430942,"t_test",0.7009,0.00457863724267385,0,0.000999999999976353,10000,"T-test"
26,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,300,2,FALSE,10000,0.05,0,20260441,"$\\delta = 0.35$",0.85,0.85,0.2975,0.29730706476491,0.120127610430942,"lrt",0.9515,0.00214820273717357,0,0.00699999999983447,10000,"Parametric LRT"
26,"S1",1,"S1: Normal survivor shift, low atom","S1 Normal survivor shift","Baseline parametric reference where the survivor distribution is normal, the atom probability is unchanged, and both TruncComp2 methods should track each other closely.",FALSE,300,2,FALSE,10000,0.05,0,20260441,"$\\delta = 0.35$",0.85,0.85,0.2975,0.29730706476491,0.120127610430942,"splrt",0.9512,0.00215449669296567,0,0.22199999999998,10000,"Semi-parametric LRT"
